SESSIONKEY,USERID,AGENTLOCATIONID,SESSIONSTARTDATE,LASTTXNDATE,SESSIONDATELOCAL,FUNCTIONID,LOGINKEY,REMOTEADDRESS,TXNREFNO,SESSIONSTATUS,SESSIONDATELOCALLASTACCSSED,OTPNO
uy18264111231292,10005cinim,784101,21/09/18 07:12,21/09/18 07:12,21/09/18 11:12,632,1864200122942530,10.45.0.179, ,1,21/09/18 11:12,
pl18264010536364,10005cinim,784101,21/09/18 09:05,21/09/18 09:05,21/09/18 13:05,632,1864257752435190,10.45.0.179, ,3,21/09/18 13:05,
ux18264010822848,10005cinim,784101,21/09/18 09:08,21/09/18 09:08,21/09/18 13:08,632,1864961262621470,10.45.0.179, ,3,21/09/18 13:08,
pp18269094951975,10005cinim,784101,26/09/18 05:49,26/09/18 05:49,26/09/18 09:49,632,1869580925826150,10.45.0.179, ,1,26/09/18 09:49,
nb18269095318277,10005cinim,784101,26/09/18 05:53,26/09/18 05:53,26/09/18 09:53,632,1869349789059940,10.45.0.179, ,1,26/09/18 09:53,
dc18269020523125,10005cinim,784101,26/09/18 10:05,26/09/18 10:05,26/09/18 14:05,632,1869459978281170,10.45.0.179, ,3,26/09/18 14:05,
hl18269020729131,10005cinim,784101,26/09/18 10:07,26/09/18 10:07,26/09/18 14:07,632,1869266577793910,10.45.0.179, ,3,26/09/18 14:07,
gh18264035251455,10005cinim,784101,21/09/18 11:52,21/09/18 11:52,21/09/18 15:52,632,1864508188592680,10.45.0.179, ,3,21/09/18 15:52,
vu18268041410586,10005cinim,784101,25/09/18 12:14,25/09/18 12:14,25/09/18 16:14,632,1868218219618240,10.45.0.179, ,1,25/09/18 16:14,
dt18267092417597,10005cinim,784101,24/09/18 05:24,24/09/18 05:24,24/09/18 09:24,632,1867908384566370,10.45.0.179, ,3,24/09/18 09:24,
pf18267092739661,10005cinim,784101,24/09/18 05:27,24/09/18 05:27,24/09/18 09:27,632,1867766961062750,10.45.0.179, ,3,24/09/18 09:27,
vr18269100016190,10005cinim,784101,26/09/18 06:00,26/09/18 06:00,26/09/18 10:00,632,1869145760826250,10.45.0.179, ,1,26/09/18 10:00,
nn18269102020817,10005cinim,784101,26/09/18 06:20,26/09/18 06:20,26/09/18 10:20,632,1869274165528620,10.45.0.179, ,3,26/09/18 10:20,
cu18269102226458,10005cinim,784101,26/09/18 06:22,26/09/18 06:22,26/09/18 10:22,632,1869701718796400,10.45.0.179, ,3,26/09/18 10:22,
vj18269102526577,10005cinim,784101,26/09/18 06:25,26/09/18 06:25,26/09/18 10:25,632,1869385008497830,10.45.0.179, ,1,26/09/18 10:25,
sv18269104428424,10005cinim,784101,26/09/18 06:44,26/09/18 06:44,26/09/18 10:44,632,1869655326745200,10.45.0.179, ,1,26/09/18 10:44,
um18269104801273,10005cinim,784101,26/09/18 06:48,26/09/18 06:48,26/09/18 10:48,632,1869453464214920,10.45.0.179, ,3,26/09/18 10:48,
ki18269105215898,10005cinim,784101,26/09/18 06:52,26/09/18 06:52,26/09/18 10:52,632,1869734827448680,10.45.0.179, ,3,26/09/18 10:52,
bf18269105420478,10005cinim,784101,26/09/18 06:54,26/09/18 06:54,26/09/18 10:54,632,1869732165799370,10.45.0.179, ,3,26/09/18 10:54,
gs18269021255091,10005cinim,784101,26/09/18 10:12,26/09/18 10:12,26/09/18 14:12,632,1869217782558480,10.45.0.179, ,1,26/09/18 14:12,
hm19267104346286,35600anush,784206,24/09/19 06:43,24/09/19 06:43,24/09/19 10:43,620,1967585240183200,10.45.0.221, ,1,24/09/19 10:43,
gd18263125212691,10005kiran,784101,20/09/18 08:52,20/09/18 08:52,20/09/18 12:52,620,1863912668023580,10.45.0.150, ,1,20/09/18 12:52,
bp18261053833338,10005kiran,512123,18/09/18 13:38,18/09/18 13:38,18/09/18 17:38,620,1861327997648940,10.45.0.150, ,1,18/09/18 17:38,
ee18261053856968,10005kiran,512123,18/09/18 13:38,18/09/18 13:38,18/09/18 17:38,620,1861327997648940,10.45.0.150, ,1,18/09/18 17:38,
jb18262034306202,10005smithas,784101,19/09/18 11:43,19/09/18 11:43,19/09/18 15:43,620,1862408957479830,172.30.20.149, ,1,19/09/18 15:43,
hk18262034421104,10005smithas,784101,19/09/18 11:44,19/09/18 11:44,19/09/18 15:44,620,1862408957479830,172.30.20.149, ,1,19/09/18 15:44,
fk18262034443446,10005smithas,784101,19/09/18 11:44,19/09/18 11:44,19/09/18 15:44,620,1862408957479830,172.30.20.149, ,1,19/09/18 15:44,
di18262041946971,78400rahulku,784101,19/09/18 12:19,19/09/18 12:19,19/09/18 16:19,620,1862152539351510,10.45.0.173, ,1,19/09/18 16:19,
bx18262041208455,78400rahulku,784101,19/09/18 12:12,19/09/18 12:12,19/09/18 16:12,620,1862152539351510,10.45.0.173, ,1,19/09/18 16:12,
kh18267031523818,78400rahulku,784101,24/09/18 11:15,24/09/18 11:15,24/09/18 15:15,620,1867670267741080,10.45.0.140, ,1,24/09/18 15:15,
oy18308125858921,10005smithas,784101,04/11/18 08:58,04/11/18 08:58,04/11/18 12:58,620,1808167371556640,172.30.20.149, ,1,04/11/18 12:58,
ws18281124703910,10005sumesh,784198,08/10/18 08:47,08/10/18 08:47,08/10/18 12:47,620,1881450094091740,10.45.0.208, ,1,08/10/18 12:47,
ex18281124740843,10005sumesh,784101,08/10/18 08:47,08/10/18 08:47,08/10/18 12:47,620,1881661906532770,10.45.0.208, ,1,08/10/18 12:47,
zh18248015745163,10005cinim,784101,05/09/18 09:57,05/09/18 09:57,05/09/18 13:57,615,1848347799083450,10.45.0.179, ,1,05/09/18 13:57,
py18248020048830,10005cinim,784101,05/09/18 10:00,05/09/18 10:00,05/09/18 14:00,615,1848637120277670,10.45.0.179, ,1,05/09/18 14:00,
vr18248020224507,10005cinim,784101,05/09/18 10:02,05/09/18 10:02,05/09/18 14:02,615,1848637120277670,10.45.0.179, ,1,05/09/18 14:02,
tq18248031600936,10005cini,784101,05/09/18 11:16,05/09/18 11:16,05/09/18 15:16,615,1848740677658270,10.45.0.179, ,1,05/09/18 15:16,
vs18248032026925,10005cini,784101,05/09/18 11:20,05/09/18 11:20,05/09/18 15:20,615,1848740677658270,10.45.0.179, ,1,05/09/18 15:20,
it18248032501024,10005cini,784101,05/09/18 11:25,05/09/18 11:25,05/09/18 15:25,615,1848740677658270,10.45.0.179, ,1,05/09/18 15:25,
cg18254095745371,10005cinim,784101,11/09/18 05:57,11/09/18 05:57,11/09/18 09:57,615,1854179227865120,10.45.0.179, ,1,11/09/18 09:57,
cd18287112314169,10005rana,344102,14/10/18 07:23,14/10/18 07:23,14/10/18 15:23,614,1887904827767720,172.30.20.71, ,1,14/10/18 15:23,
lm18281124335473,10005kiran,356260,05/09/18 08:43,05/09/18 08:43,05/09/18 14:13,614,1881641567247090,10.45.0.150, ,1,05/09/18 14:13,
px18281124414663,10005kiran,356175,05/10/18 08:44,05/10/18 08:44,05/10/18 14:14,610,1881744380294540,10.45.0.150, ,1,05/10/18 14:14,
oe18269011854198,10005kiran,512113,26/09/18 09:18,26/09/18 09:18,26/09/18 13:18,604,1869763353295990,10.45.0.150, ,1,26/09/18 13:18,
lv18269012408694,10005kiran,512123,26/09/18 09:24,26/09/18 09:24,26/09/18 13:24,604,1869486160729770,10.45.0.150, ,1,26/09/18 13:24,
ro18252123203654,10005smithas,784101,09/09/18 08:32,09/09/18 08:32,09/09/18 12:32,556,1852381655154630,172.30.20.149, ,1,09/09/18 12:32,
xo18252123527708,10005smithas,784101,09/09/18 08:35,09/09/18 08:35,09/09/18 12:35,556,1852381655154630,172.30.20.149, ,1,09/09/18 12:35,
xz18252123742826,10005smithas,784101,09/09/18 08:37,09/09/18 08:37,09/09/18 12:37,556,1852381655154630,172.30.20.149, ,3,09/09/18 12:38,
lr18252123822118,10005smithas,784101,09/09/18 08:38,09/09/18 08:38,09/09/18 12:38,556,1852381655154630,172.30.20.149, ,1,09/09/18 12:38,
nf18254121937113,10005divyas,784101,11/09/18 08:19,11/09/18 08:19,11/09/18 12:19,556,1854105978653450,10.45.0.179, ,1,11/09/18 12:19,
al18254121949538,10005divyas,784101,11/09/18 08:19,11/09/18 08:19,11/09/18 12:19,556,1854105978653450,10.45.0.179, ,1,11/09/18 12:19,
kv18284022028854,10005ajithm,356260,05/09/18 10:20,05/09/18 10:20,05/09/18 15:50,545,1884194086044060,10.45.0.152, ,1,05/09/18 15:50,
hz18281105509315,10005kiran,356260,05/09/18 06:55,05/09/18 06:55,05/09/18 12:25,545,1881296127569760,10.45.0.150, ,1,05/09/18 12:25,
ub18281105524239,10005kiran,356260,05/09/18 06:55,05/09/18 06:55,05/09/18 12:25,545,1881296127569760,10.45.0.150, ,1,05/09/18 12:25,
kf18281105531325,10005kiran,356260,05/09/18 06:55,05/09/18 06:55,05/09/18 12:25,545,1881296127569760,10.45.0.150, ,1,05/09/18 12:25,
tk18250015351671,10005cinim,784101,07/09/18 09:53,07/09/18 09:53,07/09/18 13:53,544,1850771292336410,10.45.0.179, ,1,07/09/18 13:53,
ny18250020520609,10005cinim,784101,07/09/18 10:05,07/09/18 10:05,07/09/18 14:05,544,1850720043082260,10.45.0.179, ,1,07/09/18 14:05,
dy18250020948842,10005cinim,784101,07/09/18 10:09,07/09/18 10:09,07/09/18 14:09,544,1850914205960140,10.45.0.179, ,1,07/09/18 14:09,
pp18250021148904,10005cini,784198,07/09/18 10:11,07/09/18 10:11,07/09/18 14:11,544,1850468192713550,10.45.0.179, ,1,07/09/18 14:11,
ay18255023438590,10005cinim,784101,12/09/18 10:34,12/09/18 10:34,12/09/18 14:34,544,1855187671957350,10.45.0.179, ,1,12/09/18 14:34,
mp18306035516504,10005ajithm,356188,05/09/18 11:55,05/09/18 11:55,05/09/18 17:25,544,1806523241431200,10.45.0.152, ,1,05/09/18 17:25,
cm18306035645566,10005ajithm,356260,05/09/18 11:56,05/09/18 11:56,05/09/18 17:26,544,1806694449387960,10.45.0.152, ,1,05/09/18 17:26,
ld18288011729953,10005ajithm,356175,05/10/18 09:17,05/10/18 09:17,05/10/18 14:47,543,1888990395263960,172.30.20.149, ,1,05/10/18 14:47,
nx18288011742840,10005ajithm,356175,05/10/18 09:17,05/10/18 09:17,05/10/18 14:47,543,1888990395263960,172.30.20.149, ,1,05/10/18 14:47,
ks18281124552698,10005kiran,356175,05/10/18 08:45,05/10/18 08:45,05/10/18 14:15,543,1881744380294540,10.45.0.150, ,1,05/10/18 14:15,
yb18281124720104,10005kiran,356260,05/09/18 08:47,05/09/18 08:47,05/09/18 14:17,543,1881213736694860,10.45.0.150, ,1,05/09/18 14:17,
nr18306035321928,10005ajithm,356175,05/10/18 11:53,05/10/18 11:53,05/10/18 17:23,542,1806242304490080,10.45.0.152, ,1,05/10/18 17:23,
vt18306035403563,10005ajithm,356188,05/09/18 11:54,05/09/18 11:54,05/09/18 17:24,542,1806523241431200,10.45.0.152, ,1,05/09/18 17:24,
tt18306035438084,10005ajithm,356188,05/09/18 11:54,05/09/18 11:54,05/09/18 17:24,542,1806523241431200,10.45.0.152, ,1,05/09/18 17:24,
wc18306035512057,10005ajithm,356188,05/09/18 11:55,05/09/18 11:55,05/09/18 17:25,542,1806523241431200,10.45.0.152, ,1,05/09/18 17:25,
yg18306035608806,10005ajithm,356260,05/09/18 11:56,05/09/18 11:56,05/09/18 17:26,542,1806694449387960,10.45.0.152, ,1,05/09/18 17:26,
rw18306035650111,10005ajithm,356260,05/09/18 11:56,05/09/18 11:56,05/09/18 17:26,542,1806694449387960,10.45.0.152, ,1,05/09/18 17:26,
fh18253020428118,10005bibins,784102,10/09/18 10:04,10/09/18 10:04,10/09/18 14:04,527,1853542590696150,10.45.0.151, ,1,10/09/18 14:04,
vy18260021014576,10005kiran,784101,17/09/18 10:10,17/09/18 10:10,17/09/18 14:10,502,1860143473465920,10.45.0.150, ,1,17/09/18 14:10,
ye18260021033090,10005kiran,784101,17/09/18 10:10,17/09/18 10:10,17/09/18 14:10,502,1860143473465920,10.45.0.150, ,1,17/09/18 14:10,
ge18288083348642,10005cinim,356175,05/10/18 04:33,05/10/18 04:33,05/10/18 10:03,502,1888291735377840,10.45.0.179, ,1,05/10/18 10:03,
hb18254011335592,10005cinim,784101,11/09/18 09:13,11/09/18 09:13,11/09/18 13:13,479,1854699663826310,10.45.0.179, ,1,11/09/18 13:13,
ih18256095213418,10005cini,784101,13/09/18 05:52,13/09/18 05:52,13/09/18 09:52,479,1856660660054760,10.45.0.179, ,1,13/09/18 09:52,
kc18254110841969,10005divyas,784101,11/09/18 07:08,11/09/18 07:08,11/09/18 11:08,478,1854922169979100,10.45.0.179, ,1,11/09/18 11:08,
pn18254110844819,10005divyas,784101,11/09/18 07:08,11/09/18 07:08,11/09/18 11:08,478,1854922169979100,10.45.0.179, ,1,11/09/18 11:08,
yz18254111230086,10005cinim,784101,11/09/18 07:12,11/09/18 07:12,11/09/18 11:12,478,1854193790625040,10.45.0.179, ,1,11/09/18 11:12,
ia18254111233302,10005cinim,784101,11/09/18 07:12,11/09/18 07:12,11/09/18 11:12,478,1854193790625040,10.45.0.179, ,1,11/09/18 11:12,
vu18254013436292,10005cini,784101,11/09/18 09:34,11/09/18 09:34,11/09/18 13:34,478,1854412545245730,10.45.0.179, ,1,11/09/18 13:34,
ua18254013439276,10005cini,784101,11/09/18 09:34,11/09/18 09:34,11/09/18 13:34,478,1854412545245730,10.45.0.179, ,1,11/09/18 13:34,
hs18254013643933,10005cini,784101,11/09/18 09:36,11/09/18 09:36,11/09/18 13:36,478,1854412545245730,10.45.0.179, ,1,11/09/18 13:36,
dl18254013710393,10005cini,784101,11/09/18 09:37,11/09/18 09:37,11/09/18 13:37,478,1854412545245730,10.45.0.179, ,1,11/09/18 13:37,
by18254013811335,10005cini,784101,11/09/18 09:38,11/09/18 09:38,11/09/18 13:38,478,1854412545245730,10.45.0.179, ,3,11/09/18 13:40,
ir18254014238407,10005cini,784101,11/09/18 09:42,11/09/18 09:42,11/09/18 13:42,478,1854412545245730,10.45.0.179, ,1,11/09/18 13:42,
sc18254021601879,10005cini,784101,11/09/18 10:16,11/09/18 10:16,11/09/18 14:16,478,1854209146832170,10.45.0.179, ,1,11/09/18 14:16,
yp18254021739341,10005cini,784101,11/09/18 10:17,11/09/18 10:17,11/09/18 14:17,478,1854752735559650,10.45.0.179, ,1,11/09/18 14:17,
un18254023225410,10005cini,784101,11/09/18 10:32,11/09/18 10:32,11/09/18 14:32,478,1854419602172230,10.45.0.179, ,1,11/09/18 14:32,
rh18254023231327,10005cini,784101,11/09/18 10:32,11/09/18 10:32,11/09/18 14:32,478,1854419602172230,10.45.0.179, ,1,11/09/18 14:32,
ug18254023814979,10005cini,784101,11/09/18 10:38,11/09/18 10:38,11/09/18 14:38,478,1854286478846730,10.45.0.179, ,1,11/09/18 14:38,
mg18254023820559,10005cini,784101,11/09/18 10:38,11/09/18 10:38,11/09/18 14:38,478,1854286478846730,10.45.0.179, ,1,11/09/18 14:38,
yt18254033713930,10005cini,784101,11/09/18 11:37,11/09/18 11:37,11/09/18 15:37,478,1854573879910000,10.45.0.179, ,1,11/09/18 15:37,
nf18254033720006,10005cini,784101,11/09/18 11:37,11/09/18 11:37,11/09/18 15:37,478,1854573879910000,10.45.0.179, ,1,11/09/18 15:37,
hf18254040012775,10005cinim,784101,11/09/18 12:00,11/09/18 12:00,11/09/18 16:00,478,1854806529731130,10.45.0.179, ,1,11/09/18 16:00,
bf18254040018820,10005cinim,784101,11/09/18 12:00,11/09/18 12:00,11/09/18 16:00,478,1854806529731130,10.45.0.179, ,1,11/09/18 16:00,
dj18254040153531,10005cinim,784101,11/09/18 12:01,11/09/18 12:01,11/09/18 16:01,478,1854670704943150,10.45.0.179, ,1,11/09/18 16:01,
qw18254040436666,10005cinim,784101,11/09/18 12:04,11/09/18 12:04,11/09/18 16:04,478,1854513535859330,10.45.0.179, ,1,11/09/18 16:04,
pd18254040529578,10005cinim,784101,11/09/18 12:05,11/09/18 12:05,11/09/18 16:05,478,1854719126834580,10.45.0.179, ,1,11/09/18 16:05,
mt18254040531019,10005cinim,784101,11/09/18 12:05,11/09/18 12:05,11/09/18 16:05,478,1854719126834580,10.45.0.179, ,1,11/09/18 16:05,
ms18254041315925,10005cinim,784101,11/09/18 12:13,11/09/18 12:13,11/09/18 16:13,478,1854476644878250,10.45.0.179, ,1,11/09/18 16:13,
wp18254041317845,10005cinim,784101,11/09/18 12:13,11/09/18 12:13,11/09/18 16:13,478,1854476644878250,10.45.0.179, ,1,11/09/18 16:13,
xe18254041517922,10005cinim,784101,11/09/18 12:15,11/09/18 12:15,11/09/18 16:15,478,1854938818638680,10.45.0.179, ,1,11/09/18 16:15,
yg18254041520542,10005cinim,784101,11/09/18 12:15,11/09/18 12:15,11/09/18 16:15,478,1854938818638680,10.45.0.179, ,1,11/09/18 16:15,
jj18254041758722,10005cinim,784101,11/09/18 12:17,11/09/18 12:17,11/09/18 16:17,478,1854835987627810,10.45.0.179, ,1,11/09/18 16:17,
zl18254041800247,10005cinim,784101,11/09/18 12:18,11/09/18 12:18,11/09/18 16:18,478,1854835987627810,10.45.0.179, ,3,11/09/18 16:18,
dq18254042454656,10005cini,784101,11/09/18 12:24,11/09/18 12:24,11/09/18 16:24,478,1854942271679690,10.45.0.179, ,1,11/09/18 16:24,
uv18254042456190,10005cini,784101,11/09/18 12:24,11/09/18 12:24,11/09/18 16:24,478,1854942271679690,10.45.0.179, ,3,11/09/18 16:25,
dn18254043146882,10005cini,784101,11/09/18 12:31,11/09/18 12:31,11/09/18 16:31,478,1854337250147380,10.45.0.179, ,1,11/09/18 16:31,
cn18254043148000,10005cini,784101,11/09/18 12:31,11/09/18 12:31,11/09/18 16:31,478,1854337250147380,10.45.0.179, ,3,11/09/18 16:31,
fr18254103236557,10005cini,784101,11/09/18 06:32,11/09/18 06:32,11/09/18 10:32,478,1854815074538690,10.45.0.179, ,1,11/09/18 10:32,
lu18254103240127,10005cini,784101,11/09/18 06:32,11/09/18 06:32,11/09/18 10:32,478,1854815074538690,10.45.0.179, ,1,11/09/18 10:32,
nt18254103326653,10005cini,784101,11/09/18 06:33,11/09/18 06:33,11/09/18 10:33,478,1854815074538690,10.45.0.179, ,1,11/09/18 10:33,
rz18254103329589,10005cini,784101,11/09/18 06:33,11/09/18 06:33,11/09/18 10:33,478,1854815074538690,10.45.0.179, ,1,11/09/18 10:33,
dr18254103558268,10005cinim,784101,11/09/18 06:35,11/09/18 06:35,11/09/18 10:35,478,1854185953390140,10.45.0.179, ,1,11/09/18 10:35,
uh18254103601158,10005cinim,784101,11/09/18 06:36,11/09/18 06:36,11/09/18 10:36,478,1854185953390140,10.45.0.179, ,3,11/09/18 10:36,
rx18256084020661,10005cini,784101,13/09/18 04:40,13/09/18 04:40,13/09/18 08:40,478,1856647947540740,10.45.0.179, ,1,13/09/18 08:40,
vt18256084021958,10005cini,784101,13/09/18 04:40,13/09/18 04:40,13/09/18 08:40,478,1856647947540740,10.45.0.179, ,1,13/09/18 08:40,
wn18256084955480,10005cini,784101,13/09/18 04:49,13/09/18 04:49,13/09/18 08:49,478,1856164410510830,10.45.0.179, ,1,13/09/18 08:49,
sw18256084956783,10005cini,784101,13/09/18 04:49,13/09/18 04:49,13/09/18 08:49,478,1856164410510830,10.45.0.179, ,1,13/09/18 08:49,
tx18256085424833,10005cini,784101,13/09/18 04:54,13/09/18 04:54,13/09/18 08:54,478,1856229505057700,10.45.0.179, ,1,13/09/18 08:54,
gg18256085425938,10005cini,784101,13/09/18 04:54,13/09/18 04:54,13/09/18 08:54,478,1856229505057700,10.45.0.179, ,1,13/09/18 08:54,
qu18256090258852,10005cini,784101,13/09/18 05:02,13/09/18 05:02,13/09/18 09:02,478,1856534303216430,10.45.0.179, ,1,13/09/18 09:02,
nw18256090310208,10005cini,784101,13/09/18 05:03,13/09/18 05:03,13/09/18 09:03,478,1856534303216430,10.45.0.179, ,1,13/09/18 09:03,
fp18256090610298,10005cini,784101,13/09/18 05:06,13/09/18 05:06,13/09/18 09:06,478,1856534303216430,10.45.0.179, ,1,13/09/18 09:06,
so18256090636357,10005cini,784101,13/09/18 05:06,13/09/18 05:06,13/09/18 09:06,478,1856534303216430,10.45.0.179, ,1,13/09/18 09:06,
qm18256091937786,10005cinim,784101,13/09/18 05:19,13/09/18 05:19,13/09/18 09:19,478,1856847182240560,10.45.0.179, ,1,13/09/18 09:19,
sk18256091943168,10005cinim,784101,13/09/18 05:19,13/09/18 05:19,13/09/18 09:19,478,1856847182240560,10.45.0.179, ,3,13/09/18 09:20,
oo18256092621374,10005cinim,784101,13/09/18 05:26,13/09/18 05:26,13/09/18 09:26,478,1856145489411950,10.45.0.179, ,1,13/09/18 09:26,
du18256092623064,10005cinim,784101,13/09/18 05:26,13/09/18 05:26,13/09/18 09:26,478,1856145489411950,10.45.0.179, ,1,13/09/18 09:26,
he18256093255767,10005cinim,784101,13/09/18 05:32,13/09/18 05:32,13/09/18 09:32,478,1856758540847180,10.45.0.179, ,1,13/09/18 09:32,
vo18256093256953,10005cinim,784101,13/09/18 05:32,13/09/18 05:32,13/09/18 09:32,478,1856758540847180,10.45.0.179, ,1,13/09/18 09:32,
hm18256093810967,10005cinim,784101,13/09/18 05:38,13/09/18 05:38,13/09/18 09:38,478,1856393385615100,10.45.0.179, ,1,13/09/18 09:38,
jf18256093814292,10005cinim,784101,13/09/18 05:38,13/09/18 05:38,13/09/18 09:38,478,1856393385615100,10.45.0.179, ,1,13/09/18 09:38,
fr18256094442857,10005cinim,784101,13/09/18 05:44,13/09/18 05:44,13/09/18 09:44,478,1856889872666420,10.45.0.179, ,1,13/09/18 09:44,
pz18256094443951,10005cinim,784101,13/09/18 05:44,13/09/18 05:44,13/09/18 09:44,478,1856889872666420,10.45.0.179, ,1,13/09/18 09:44,
xu18256095329323,10005cinim,784101,13/09/18 05:53,13/09/18 05:53,13/09/18 09:53,478,1856453286696970,10.45.0.179, ,1,13/09/18 09:53,
qf18256095333098,10005cinim,784101,13/09/18 05:53,13/09/18 05:53,13/09/18 09:53,478,1856453286696970,10.45.0.179, ,1,13/09/18 09:53,
zf18256095346355,10005cinim,784101,13/09/18 05:53,13/09/18 05:53,13/09/18 09:53,478,1856453286696970,10.45.0.179, ,1,13/09/18 09:53,
oy18256100137535,10005cinim,784101,13/09/18 06:01,13/09/18 06:01,13/09/18 10:01,478,1856441495285450,10.45.0.179, ,1,13/09/18 10:01,
pw18256100138589,10005cinim,784101,13/09/18 06:01,13/09/18 06:01,13/09/18 10:01,478,1856441495285450,10.45.0.179, ,1,13/09/18 10:01,
le18256100739709,10005cini,784101,13/09/18 06:07,13/09/18 06:07,13/09/18 10:07,478,1856163813769590,10.45.0.179, ,1,13/09/18 10:07,
vi18256100740861,10005cini,784101,13/09/18 06:07,13/09/18 06:07,13/09/18 10:07,478,1856163813769590,10.45.0.179, ,1,13/09/18 10:07,
gn18256101156159,10005cini,784101,13/09/18 06:11,13/09/18 06:11,13/09/18 10:11,478,1856512290382020,10.45.0.179, ,1,13/09/18 10:11,
ss18256101207425,10005cini,784101,13/09/18 06:12,13/09/18 06:12,13/09/18 10:12,478,1856512290382020,10.45.0.179, ,1,13/09/18 10:12,
xz18256102147486,10005cini,784101,13/09/18 06:21,13/09/18 06:21,13/09/18 10:21,478,1856885543391920,10.45.0.179, ,1,13/09/18 10:21,
ti18256102150968,10005cini,784101,13/09/18 06:21,13/09/18 06:21,13/09/18 10:21,478,1856885543391920,10.45.0.179, ,3,13/09/18 10:22,
ct18256104710322,10005cini,784101,13/09/18 06:47,13/09/18 06:47,13/09/18 10:47,478,1856117456656980,10.45.0.179, ,1,13/09/18 10:47,
gq18256104711439,10005cini,784101,13/09/18 06:47,13/09/18 06:47,13/09/18 10:47,478,1856117456656980,10.45.0.179, ,1,13/09/18 10:47,
pw18256105337862,10005cini,784101,13/09/18 06:53,13/09/18 06:53,13/09/18 10:53,478,1856565946870230,10.45.0.179, ,1,13/09/18 10:53,
sd18256105338960,10005cini,784101,13/09/18 06:53,13/09/18 06:53,13/09/18 10:53,478,1856565946870230,10.45.0.179, ,3,13/09/18 10:53,
iq18264012429439,10005cini,784101,21/09/18 09:24,21/09/18 09:24,21/09/18 13:24,478,1864142484440800,10.45.0.179, ,1,21/09/18 13:24,
dp18264012430891,10005cini,784101,21/09/18 09:24,21/09/18 09:24,21/09/18 13:24,478,1864142484440800,10.45.0.179, ,1,21/09/18 13:24,
jl18264013357394,10005cinim,784101,21/09/18 09:33,21/09/18 09:33,21/09/18 13:33,478,1864189049168290,10.45.0.179, ,1,21/09/18 13:33,
be18264013359286,10005cinim,784101,21/09/18 09:33,21/09/18 09:33,21/09/18 13:33,478,1864189049168290,10.45.0.179, ,1,21/09/18 13:33,
gl18264013445783,10005cini,784101,21/09/18 09:34,21/09/18 09:34,21/09/18 13:34,478,1864861219194320,10.45.0.179, ,1,21/09/18 13:34,
vs18264013447251,10005cini,784101,21/09/18 09:34,21/09/18 09:34,21/09/18 13:34,478,1864861219194320,10.45.0.179, ,1,21/09/18 13:34,
dx18264021823665,10005cini,784101,21/09/18 10:18,21/09/18 10:18,21/09/18 14:18,478,1864667242898010,10.45.0.179, ,1,21/09/18 14:18,
do18264021825706,10005cini,784101,21/09/18 10:18,21/09/18 10:18,21/09/18 14:18,478,1864667242898010,10.45.0.179, ,1,21/09/18 14:18,
kh18264022209637,10005cini,784101,21/09/18 10:22,21/09/18 10:22,21/09/18 14:22,478,1864764735461960,10.45.0.179, ,1,21/09/18 14:22,
wv18264022211188,10005cini,784101,21/09/18 10:22,21/09/18 10:22,21/09/18 14:22,478,1864764735461960,10.45.0.179, ,3,21/09/18 14:22,
sd18264023330943,10005cini,784101,21/09/18 10:33,21/09/18 10:33,21/09/18 14:33,478,1864546940982680,10.45.0.179, ,1,21/09/18 14:33,
